Transaction ID,Transaction Date,Transaction Time,Transaction Quantity,Store ID,Store Location,Product ID,Unit Price,Product Category,Product Type,Product Detail,Year,Month,Day,Transaction Hour
15780,2023-01-28,15:42:13,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2023,January,Saturday,15
15781,2023-01-28,15:43:11,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Saturday,15
15782,2023-01-28,15:46:46,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,January,Saturday,15
15783,2023-01-28,15:49:22,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,January,Saturday,15
15784,2023-01-28,15:51:23,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,January,Saturday,15
15785,2023-01-28,15:51:23,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,2023,January,Saturday,15
15786,2023-01-28,15:53:39,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Saturday,15
15787,2023-01-28,15:53:44,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,January,Saturday,15
15788,2023-01-28,15:53:44,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,2023,January,Saturday,15
15789,2023-01-28,15:55:56,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,January,Saturday,15
15790,2023-01-28,15:56:01,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,January,Saturday,15
15791,2023-01-28,15:58:56,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Saturday,15
15792,2023-01-28,15:59:45,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2023,January,Saturday,15
15793,2023-01-28,16:00:38,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,January,Saturday,16
15794,2023-01-28,16:01:22,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,January,Saturday,16
15795,2023-01-28,16:01:22,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,2023,January,Saturday,16
15796,2023-01-28,16:01:59,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Saturday,16
15797,2023-01-28,16:02:16,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,January,Saturday,16
15798,2023-01-28,16:02:16,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,2023,January,Saturday,16
15799,2023-01-28,16:02:17,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,2023,January,Saturday,16
15800,2023-01-28,16:02:17,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,2023,January,Saturday,16
15801,2023-01-28,16:03:19,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Saturday,16
15802,2023-01-28,16:04:55,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023,January,Saturday,16
15803,2023-01-28,16:06:13,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023,January,Saturday,16
15804,2023-01-28,16:10:33,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,January,Saturday,16
15805,2023-01-28,16:10:33,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,2023,January,Saturday,16
15806,2023-01-28,16:14:55,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2023,January,Saturday,16
15807,2023-01-28,16:15:12,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Saturday,16
15808,2023-01-28,16:16:10,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Saturday,16
15809,2023-01-28,16:18:16,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Saturday,16
15810,2023-01-28,16:19:13,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Saturday,16
15811,2023-01-28,16:19:13,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,2023,January,Saturday,16
15812,2023-01-28,16:21:03,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Saturday,16
15813,2023-01-28,16:21:38,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,January,Saturday,16
15814,2023-01-28,16:22:11,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Saturday,16
15815,2023-01-28,16:23:40,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,2023,January,Saturday,16
15816,2023-01-28,16:24:14,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Saturday,16
15817,2023-01-28,16:25:27,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Saturday,16
15818,2023-01-28,16:26:41,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023,January,Saturday,16
15819,2023-01-28,16:30:18,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,January,Saturday,16
15820,2023-01-28,16:30:18,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,2023,January,Saturday,16
15821,2023-01-28,16:31:07,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Saturday,16
15822,2023-01-28,16:32:14,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023,January,Saturday,16
15823,2023-01-28,16:32:25,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023,January,Saturday,16
15824,2023-01-28,16:33:39,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,January,Saturday,16
15825,2023-01-28,16:37:03,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023,January,Saturday,16
15826,2023-01-28,16:38:55,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Saturday,16
15827,2023-01-28,16:38:55,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,2023,January,Saturday,16
15828,2023-01-28,16:39:21,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Saturday,16
15829,2023-01-28,16:39:25,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Saturday,16
15830,2023-01-28,16:40:01,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Saturday,16
15831,2023-01-28,16:40:02,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Saturday,16
15832,2023-01-28,16:40:13,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Saturday,16
15833,2023-01-28,16:40:15,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,January,Saturday,16
15834,2023-01-28,16:40:15,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,2023,January,Saturday,16
15835,2023-01-28,16:41:53,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,January,Saturday,16
15836,2023-01-28,16:42:32,1,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2023,January,Saturday,16
15837,2023-01-28,16:43:59,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Saturday,16
15838,2023-01-28,16:44:00,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Saturday,16
15839,2023-01-28,16:44:09,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Saturday,16
15840,2023-01-28,16:44:09,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,2023,January,Saturday,16
15841,2023-01-28,16:44:16,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,2023,January,Saturday,16
15842,2023-01-28,16:44:44,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,2023,January,Saturday,16
15843,2023-01-28,16:46:28,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,January,Saturday,16
15844,2023-01-28,16:46:28,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,2023,January,Saturday,16
15845,2023-01-28,16:47:34,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,January,Saturday,16
15846,2023-01-28,16:47:49,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Saturday,16
15847,2023-01-28,16:48:19,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023,January,Saturday,16
15848,2023-01-28,16:50:37,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023,January,Saturday,16
15849,2023-01-28,16:50:50,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2023,January,Saturday,16
15850,2023-01-28,16:50:50,1,8,Hell's Kitchen,77,3.0,Bakery,Scone,Oatmeal Scone,2023,January,Saturday,16
15851,2023-01-28,16:52:35,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,January,Saturday,16
15852,2023-01-28,16:52:35,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,2023,January,Saturday,16
15853,2023-01-28,16:53:10,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Saturday,16
15854,2023-01-28,16:56:42,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Saturday,16
15855,2023-01-28,16:59:22,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023,January,Saturday,16
15856,2023-01-28,16:59:22,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,2023,January,Saturday,16
15857,2023-01-28,17:00:49,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Saturday,17
15858,2023-01-28,17:00:51,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,January,Saturday,17
15859,2023-01-28,17:00:55,1,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Saturday,17
15860,2023-01-28,17:03:32,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Saturday,17
15861,2023-01-28,17:04:07,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,2023,January,Saturday,17
15862,2023-01-28,17:04:07,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,2023,January,Saturday,17
15863,2023-01-28,17:04:08,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,January,Saturday,17
15864,2023-01-28,17:09:22,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2023,January,Saturday,17
15865,2023-01-28,17:13:49,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Saturday,17
15866,2023-01-28,17:14:21,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,January,Saturday,17
15867,2023-01-28,17:14:23,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Saturday,17
15868,2023-01-28,17:15:54,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Saturday,17
15869,2023-01-28,17:17:22,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Saturday,17
15870,2023-01-28,17:17:24,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Saturday,17
15871,2023-01-28,17:17:24,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,2023,January,Saturday,17
15872,2023-01-28,17:17:51,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2023,January,Saturday,17
15873,2023-01-28,17:18:03,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2023,January,Saturday,17
15874,2023-01-28,17:20:38,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Saturday,17
15875,2023-01-28,17:22:21,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,2023,January,Saturday,17
15876,2023-01-28,17:23:27,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Saturday,17
15877,2023-01-28,17:39:39,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023,January,Saturday,17
15878,2023-01-28,17:41:34,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Saturday,17
15879,2023-01-28,17:43:02,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,2023,January,Saturday,17
15880,2023-01-28,17:45:09,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023,January,Saturday,17
15881,2023-01-28,17:45:44,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2023,January,Saturday,17
15882,2023-01-28,17:45:52,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,January,Saturday,17
15883,2023-01-28,17:48:00,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Saturday,17
15884,2023-01-28,17:52:13,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Saturday,17
15885,2023-01-28,17:58:09,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Saturday,17
15886,2023-01-28,17:58:09,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,2023,January,Saturday,17
15887,2023-01-28,17:58:21,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Saturday,17
15888,2023-01-28,18:03:05,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,2023,January,Saturday,18
15889,2023-01-28,18:07:22,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023,January,Saturday,18
15890,2023-01-28,18:09:20,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023,January,Saturday,18
15891,2023-01-28,18:09:53,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Saturday,18
15892,2023-01-28,18:09:53,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,2023,January,Saturday,18
15893,2023-01-28,18:10:03,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023,January,Saturday,18
15894,2023-01-28,18:13:22,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Saturday,18
15895,2023-01-28,18:13:22,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,2023,January,Saturday,18
15896,2023-01-28,18:15:54,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,2023,January,Saturday,18
15897,2023-01-28,18:16:39,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,January,Saturday,18
15898,2023-01-28,18:16:53,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,January,Saturday,18
15899,2023-01-28,18:21:29,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023,January,Saturday,18
15900,2023-01-28,18:25:13,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,January,Saturday,18
15901,2023-01-28,18:26:00,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023,January,Saturday,18
15902,2023-01-28,18:26:29,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023,January,Saturday,18
15903,2023-01-28,18:27:55,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Saturday,18
15904,2023-01-28,18:29:23,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Saturday,18
15905,2023-01-28,18:29:46,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023,January,Saturday,18
15906,2023-01-28,18:38:01,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Saturday,18
15907,2023-01-28,18:38:47,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Saturday,18
15908,2023-01-28,18:42:39,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023,January,Saturday,18
15909,2023-01-28,18:44:15,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Saturday,18
15910,2023-01-28,18:49:50,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,January,Saturday,18
15911,2023-01-28,18:52:37,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Saturday,18
15912,2023-01-28,18:52:49,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Saturday,18
15913,2023-01-28,19:01:21,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Saturday,19
15914,2023-01-28,19:01:52,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023,January,Saturday,19
15915,2023-01-28,19:04:52,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023,January,Saturday,19
15916,2023-01-28,19:04:52,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,2023,January,Saturday,19
15917,2023-01-28,19:06:08,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,January,Saturday,19
15918,2023-01-28,19:08:34,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2023,January,Saturday,19
15919,2023-01-28,19:15:23,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2023,January,Saturday,19
15920,2023-01-28,19:17:49,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023,January,Saturday,19
15921,2023-01-28,19:19:32,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2023,January,Saturday,19
15922,2023-01-28,19:19:32,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,2023,January,Saturday,19
15923,2023-01-28,19:20:53,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2023,January,Saturday,19
15924,2023-01-28,19:22:44,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023,January,Saturday,19
15925,2023-01-28,19:23:23,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Saturday,19
15926,2023-01-28,19:23:23,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,2023,January,Saturday,19
15927,2023-01-28,19:24:49,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,January,Saturday,19
15928,2023-01-28,19:33:21,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,January,Saturday,19
15929,2023-01-28,19:33:39,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Saturday,19
15930,2023-01-28,19:36:48,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,January,Saturday,19
15931,2023-01-28,19:38:14,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Saturday,19
15932,2023-01-28,19:38:14,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,2023,January,Saturday,19
15933,2023-01-28,19:43:33,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2023,January,Saturday,19
15934,2023-01-28,19:46:14,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2023,January,Saturday,19
15935,2023-01-28,19:46:14,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,2023,January,Saturday,19
15936,2023-01-28,19:47:15,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2023,January,Saturday,19
15937,2023-01-28,19:47:42,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,January,Saturday,19
15938,2023-01-28,19:51:24,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023,January,Saturday,19
15939,2023-01-28,19:51:53,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023,January,Saturday,19
15940,2023-01-28,19:52:37,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,January,Saturday,19
15941,2023-01-28,19:55:53,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023,January,Saturday,19
15942,2023-01-29,07:01:51,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Sunday,7
15943,2023-01-29,07:02:10,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Sunday,7
15944,2023-01-29,07:04:07,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,January,Sunday,7
15945,2023-01-29,07:11:17,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023,January,Sunday,7
15946,2023-01-29,07:11:17,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,2023,January,Sunday,7
15947,2023-01-29,07:11:46,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2023,January,Sunday,7
15948,2023-01-29,07:14:07,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2023,January,Sunday,7
15949,2023-01-29,07:18:48,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,2023,January,Sunday,7
15950,2023-01-29,07:21:47,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,2023,January,Sunday,7
15951,2023-01-29,07:26:12,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2023,January,Sunday,7
15952,2023-01-29,07:26:58,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,January,Sunday,7
15953,2023-01-29,07:28:30,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,January,Sunday,7
15954,2023-01-29,07:28:53,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Sunday,7
15955,2023-01-29,07:33:17,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2023,January,Sunday,7
15956,2023-01-29,07:33:52,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Sunday,7
15957,2023-01-29,07:36:41,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,January,Sunday,7
15958,2023-01-29,07:46:07,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2023,January,Sunday,7
15959,2023-01-29,07:51:52,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,2023,January,Sunday,7
15960,2023-01-29,08:01:38,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023,January,Sunday,8
15961,2023-01-29,08:02:23,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,2023,January,Sunday,8
15962,2023-01-29,08:03:23,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,January,Sunday,8
15963,2023-01-29,08:03:28,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2023,January,Sunday,8
15964,2023-01-29,08:05:18,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2023,January,Sunday,8
15965,2023-01-29,08:05:18,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,2023,January,Sunday,8
15966,2023-01-29,08:05:26,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,January,Sunday,8
15967,2023-01-29,08:10:33,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2023,January,Sunday,8
15968,2023-01-29,08:10:35,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,2023,January,Sunday,8
15969,2023-01-29,08:12:47,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023,January,Sunday,8
15970,2023-01-29,08:13:55,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2023,January,Sunday,8
15971,2023-01-29,08:13:55,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,2023,January,Sunday,8
15972,2023-01-29,08:21:55,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2023,January,Sunday,8
15973,2023-01-29,08:22:19,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,January,Sunday,8
15974,2023-01-29,08:25:08,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,January,Sunday,8
